Filename,glcm_autoc_D1_mean,glcm_autoc_D2_mean,glcm_autoc_D4_mean,glcm_autoc_D8_mean,glcm_contr_D1_mean,glcm_contr_D2_mean,glcm_contr_D4_mean,glcm_contr_D8_mean,glcm_corrm_D1_mean,glcm_corrm_D2_mean,glcm_corrm_D4_mean,glcm_corrm_D8_mean,glcm_corrh_D1_mean,glcm_corrh_D2_mean,glcm_corrh_D4_mean,glcm_corrh_D8_mean,glcm_cprom_D1_mean,glcm_cprom_D2_mean,glcm_cprom_D4_mean,glcm_cprom_D8_mean,glcm_cshad_D1_mean,glcm_cshad_D2_mean,glcm_cshad_D4_mean,glcm_cshad_D8_mean,glcm_dissi_D1_mean,glcm_dissi_D2_mean,glcm_dissi_D4_mean,glcm_dissi_D8_mean,glcm_energ_D1_mean,glcm_energ_D2_mean,glcm_energ_D4_mean,glcm_energ_D8_mean,glcm_entro_D1_mean,glcm_entro_D2_mean,glcm_entro_D4_mean,glcm_entro_D8_mean,glcm_homom_D1_mean,glcm_homom_D2_mean,glcm_homom_D4_mean,glcm_homom_D8_mean,glcm_maxpr_D1_mean,glcm_maxpr_D2_mean,glcm_maxpr_D4_mean,glcm_maxpr_D8_mean,glcm_sosvh_D1_mean,glcm_sosvh_D2_mean,glcm_sosvh_D4_mean,glcm_sosvh_D8_mean,glcm_savgh_D1_mean,glcm_savgh_D2_mean,glcm_savgh_D4_mean,glcm_savgh_D8_mean,glcm_svarh_D1_mean,glcm_svarh_D2_mean,glcm_svarh_D4_mean,glcm_svarh_D8_mean,glcm_senth_D1_mean,glcm_senth_D2_mean,glcm_senth_D4_mean,glcm_senth_D8_mean,glcm_dvarh_D1_mean,glcm_dvarh_D2_mean,glcm_dvarh_D4_mean,glcm_dvarh_D8_mean,glcm_denth_D1_mean,glcm_denth_D2_mean,glcm_denth_D4_mean,glcm_denth_D8_mean,glcm_inf1h_D1_mean,glcm_inf1h_D2_mean,glcm_inf1h_D4_mean,glcm_inf1h_D8_mean,glcm_inf2h_D1_mean,glcm_inf2h_D2_mean,glcm_inf2h_D4_mean,glcm_inf2h_D8_mean,glcm_indnc_D1_mean,glcm_indnc_D2_mean,glcm_indnc_D4_mean,glcm_indnc_D8_mean,glcm_idmnc_D1_mean,glcm_idmnc_D2_mean,glcm_idmnc_D4_mean,glcm_idmnc_D8_mean
mask_0001-l.png,95.1118190437794,89.5776374944644,84.0540070431295,80.1292947629204,6.9615814159511,13.3349702067514,18.2053916701419,23.5654418326292,0.817438829437766,0.630710986493467,0.458175314987001,0.271205599123544,0.817443118329681,0.630714478338118,0.458178086582718,0.271207318928414,107278.535484165,65599.6806637014,31831.7844664651,19767.886262614,1500.85678458113,984.989967153923,566.463626632,408.837623274091,1.46670608117935,2.21639808466109,2.80946031055204,3.33085060406924,0.0147419925836334,0.0101447815931097,0.00817754225149078,0.00746849858684192,4.55648467294989,4.89731599581553,5.08088837245132,5.15279922343198,0.55493900510347,0.456861162414621,0.397628381838624,0.356717573328372,0.0353195177002106,0.0229545636640195,0.0187570971093517,0.0182387437872109,99.2825631876375,96.6400724175215,93.2922553953721,92.8119646482352,17.8347981903472,17.6833287677391,17.4904474263865,17.4181236263464,279.118212956677,265.68672198209,251.478535277436,244.03021992195,3.35066103294635,3.30474380840417,3.24350836487211,3.1586212986046,6.9615814159511,13.3349702067514,18.2053916701419,23.5654418326292,1.49478887397741,1.84244202670916,2.07379722907624,2.22366136358689,-0.304729246106865,-0.170156717777165,-0.0908449840013989,-0.0501503094408523,0.88404993828787,0.751257326311511,0.611135388914038,0.481590608646456,0.998480216029064,0.997075901361989,0.995953364516525,0.994765398330425,0.998480216029064,0.997075901361989,0.995953364516525,0.994765398330425
mask_0001-r.png,108.245188621198,102.965960012863,96.8956482067763,90.4161384946987,4.56963952861537,9.72828689713764,15.6762487161806,24.6648651463063,0.854723669409106,0.678072356731418,0.465114690012703,0.16619286717189,0.854729133591237,0.678076862846308,0.465117891235822,0.166194009142938,16163.8148113474,11337.4204172131,7309.64434132787,4939.0714376212,274.515817556389,194.993023725229,119.473457762141,81.4253723508604,1.5191162765185,2.27696909273778,2.97664448239593,3.79515530539519,0.0135338828997186,0.00954041180502601,0.00784816100949405,0.00701567007491822,4.69894845006195,5.03332923969809,5.20279277510348,5.29405006448346,0.530801889365828,0.442727584012251,0.378838185317407,0.326297474805574,0.041171878107157,0.0312263586915567,0.0231457358578853,0.0202618876074173,109.405059418081,106.388373191745,103.01949930694,100.704997138737,19.4807199721982,19.2629255262641,18.9898623839757,18.7647287989413,316.583696611252,304.138640556089,289.955413508034,277.885353500161,3.40174902280225,3.33771435947164,3.26345000902241,3.15459752055956,4.56963952861538,9.72828689713764,15.6762487161806,24.6648651463063,1.53651647754386,1.90358287378783,2.14546424687347,2.35806917849134,-0.28913320543386,-0.154828880062057,-0.0796140486793163,-0.0447636683777959,0.877071953105647,0.73420170781594,0.585509713158167,0.463983219790082,0.99890061772401,0.99766430247206,0.996257092643824,0.994157875510159,0.99890061772401,0.99766430247206,0.996257092643824,0.994157875510159
mask_0002-l.png,176.142990506145,167.761206770313,159.17293596464,149.263919789749,7.42071312007976,14.7606125639308,21.0614313911984,32.1246692188439,0.877214837952079,0.745620508495086,0.63340358804057,0.457741345786845,0.877217771281009,0.745623126696971,0.633405938857324,0.457743170049971,64925.0482737617,44054.6937973138,35820.8214940031,25997.8859763466,1470.55891477032,1165.53800010925,1009.5002971471,772.348700413832,1.83459989131437,2.71230586695518,3.3697826932662,4.16898150162155,0.0115520651172877,0.00842110427181126,0.00724855129049873,0.00699781780454837,5.00446521661292,5.2889512191733,5.40000204298639,5.40478959545409,0.498359625553995,0.409112024985438,0.356754034306164,0.319064585003094,0.0416792371074479,0.0300146258226569,0.0263445582015737,0.0235849870436035,176.488029289826,168.659051335279,157.23740210113,141.147276048564,24.4876596783339,24.2114239252959,23.8531147508044,23.5423443652378,548.344816393522,526.648586609122,503.805091175412,480.412149285946,3.60701971463299,3.54632019505219,3.48052996901422,3.40529089681405,7.42071312007976,14.7606125639308,21.0614313911984,32.1246692188439,1.68624649407083,2.03180314857623,2.24590446509859,2.44811683888097,-0.30511163557983,-0.196253828417946,-0.141650602851542,-0.112810830685644,0.899453413555671,0.808301684235754,0.746128031618685,0.694745913475536,0.998261093272165,0.996558737703631,0.995073792483382,0.992511749226511,0.998261093272165,0.996558737703631,0.995073792483382,0.992511749226511
mask_0002-r.png,211.422765005139,198.058397054412,182.019514292808,167.258041923438,15.4486866392007,29.2099372666015,43.1476567906207,63.9964745621395,0.826649695959895,0.661285536920515,0.481096698640052,0.250065791034493,0.826651515273222,0.661287029375342,0.481097818563735,0.250066362014938,238353.204093784,196724.988999141,132371.966998053,79652.5428793989,3496.13583521301,2976.06746381292,2199.30568549674,1567.93143455729,2.28115069694166,3.4199452089218,4.31380423513961,5.45780516759413,0.00875853821595249,0.00620004743826357,0.00513938831366414,0.00480721135451825,5.25533628576053,5.54045214859674,5.65884164072978,5.68249356824202,0.471116510097485,0.377114810125822,0.326499238435643,0.2795393621434,0.0384095043739409,0.0271354190854481,0.0205777293651323,0.0163990669752868,219.977967798655,211.699382589363,198.778212296129,180.993748537948,26.361952713029,25.9698448411438,25.3947346371951,25.0525548316433,676.526624816907,642.937200739888,598.97719261846,567.070257579876,3.77102899702178,3.69973401709118,3.65340337514273,3.56531581020843,15.4486866392007,29.2099372666015,43.1476567906207,63.9964745621395,1.86073268780048,2.22759989741541,2.46907994713468,2.68742720652854,-0.30809561590119,-0.20445318463705,-0.148428031319427,-0.119503771688857,0.909166537478806,0.828604797907676,0.766930234782366,0.720494033600795,0.996671078852047,0.993683363277593,0.990846565978215,0.986524160777394,0.996671078852047,0.993683363277593,0.990846565978215,0.986524160777394
mask_0003-l.png,209.125221226503,202.518964479623,195.171825056274,186.294660288152,8.01677946923989,17.3515692237401,26.7729543927466,41.0112753349563,0.856178101070929,0.686903778130086,0.515703112498874,0.266892425578182,0.856181176320639,0.68690626353583,0.515704985706558,0.26689338423881,61349.3551301144,47836.0837334553,37833.0628893969,23204.7147353095,1236.82615401229,1043.68646109422,875.568449574969,603.01323175393,2.04993370642018,3.05324084041827,3.85694176898478,4.75102317824434,0.00899222951778038,0.00631235008809097,0.00519612017526662,0.00461707049542399,5.21523992310393,5.54009758244795,5.7214546979311,5.83185053577475,0.467704025915872,0.380960834024834,0.332541922576891,0.29643056488112,0.0258134957478442,0.0184850464425482,0.0156770980817267,0.0142171500655555,212.374391197843,209.751547070802,206.128131039905,202.94379491916,27.224134190938,27.0950417668956,26.90552539755,26.7488643372932,659.6281378999,645.878756348092,629.704072931931,612.80522954693,3.63888536901519,3.58776292545821,3.53564578708145,3.46540182676827,8.01677946923989,17.3515692237401,26.7729543927466,41.0112753349563,1.78651491819219,2.15180080147473,2.39355707195638,2.59740873920003,-0.253989334709146,-0.14161302599042,-0.0766422174869205,-0.0393299987797708,0.861873821913189,0.725550031345935,0.59596190850276,0.45643852525612,0.998065629189879,0.995868943099274,0.993670566807974,0.990465110924271,0.998065629189879,0.995868943099274,0.993670566807974,0.990465110924271
mask_0003-r.png,526.80961407709,520.40530290681,513.559420051289,505.624187907071,9.4936354495538,21.1295005532443,34.0277875061852,51.3386963493953,0.932073969659076,0.849500890514428,0.760063035481189,0.646473734073768,0.932075304354348,0.849502102559074,0.760064110332724,0.646474630019646,243835.156971585,217970.465939524,190518.803441662,161905.917889487,2942.48106639522,2654.16547884252,2307.8732297458,1922.3052254715,2.21913698761275,3.32325915917528,4.32878668491873,5.37675381005233,0.00462942760851487,0.00311010561011884,0.00235347784045392,0.00192315618150601,5.82153882266691,6.19612521804858,6.43447716527162,6.60988660666007,0.453440047526577,0.370906868378411,0.314880523767898,0.275351867383757,0.0117116926763196,0.0086118328665626,0.00635645677721333,0.00511258135664439,530.915714795614,529.777637853455,528.172713836225,526.701604434454,42.9753109310441,42.9356214274376,42.8868697553848,42.8493840469029,1776.28600999152,1764.18944917339,1751.55125551156,1738.97242477215,4.16254022171096,4.14250698409806,4.12389195135616,4.10397492007924,9.4936354495538,21.1295005532443,34.0277875061852,51.3386963493953,1.85394429084473,2.23700980520005,2.50202720613753,2.71272784354245,-0.329474031208771,-0.22228362040128,-0.155389921719073,-0.109044273014301,0.93769717561795,0.87202318554899,0.806319342799211,0.728471189940186,0.997711067890072,0.994983103310783,0.991996485730542,0.988093319946188,0.997711067890072,0.994983103310783,0.991996485730542,0.988093319946188
mask_0004-l.png,432.146472427059,411.379451229275,391.992631941376,382.077076632042,25.6591813947783,54.5865534882787,74.2189691384872,93.9426467570684,0.779158177096363,0.524053229013929,0.341811827270768,0.207820736764622,0.77915952751683,0.524054153944532,0.34181245269396,0.207821123963749,154871.008029006,112652.636853267,74406.9081362082,53125.6829535238,1160.02580841041,842.467124946977,389.26435419504,254.681881186075,3.68400220131402,5.45408468281828,6.66866424661849,7.57374027986329,0.00467109372031174,0.00346189684922198,0.00302458048206935,0.00297327816368451,5.88694666163958,6.11845096590695,6.18741893458614,6.15321268152192,0.36272899780548,0.28339328462234,0.243247646485445,0.216908922953933,0.0275978466354731,0.0208982516892773,0.0171015045634326,0.0154541584294712,437.53835668348,424.80111768179,402.370429921612,379.853896550175,39.3557118187853,39.0797224681946,38.6691918001631,38.6326121599735,1453.75225246733,1407.40668283185,1357.81616363379,1342.09030796337,4.02325254119667,3.94372840612744,3.87049115842222,3.81380540270766,25.6591813947783,54.5865534882787,74.2189691384872,93.9426467570684,2.31374800551115,2.68197624311244,2.88375287648851,3.00256397693088,-0.237714725764515,-0.162790051487506,-0.130443521556977,-0.133249439887761,0.874774647671966,0.800124056721566,0.760938280885897,0.767395381123682,0.993899669575488,0.987380443052008,0.982908592151445,0.978621711885437,0.993899669575488,0.987380443052008,0.982908592151445,0.978621711885437
mask_0004-r.png,181.389328494266,168.407871300743,154.242489670649,141.722492712819,12.3402059000151,26.5419212226147,40.5234724115339,55.5135002173007,0.827442225012412,0.613663309924622,0.390811616026403,0.172567463432755,0.827444531367417,0.613665085134757,0.390812789117553,0.172567975536638,70959.1290725319,50398.2184437491,31738.2580602546,21343.4621914971,1429.51396960994,1086.19135326908,739.70879549835,520.292434683626,2.58226822839174,3.82788601061288,4.78736473002403,5.59114516194526,0.00678770256088468,0.00493078876358966,0.00422257353282339,0.0041080498301659,5.41433134764363,5.66978979259009,5.78568427434642,5.79762684446559,0.423860253673098,0.338429054314965,0.295065663203288,0.269836735169566,0.0183714892929776,0.012704536331472,0.0114138250169697,0.0109495181287236,188.059372245321,183.693413916661,180.378022322467,180.043755288781,24.6327644357545,24.2640097393351,23.7691411039523,23.3241487428136,567.091930466357,535.45061148542,499.696212719549,470.805550393115,3.75281637126173,3.67197067701925,3.59006621042737,3.51359466150112,12.3402059000151,26.5419212226147,40.5234724115339,55.5135002173007,1.98995402225137,2.35314142816849,2.58662014408675,2.7437174287684,-0.249938580601204,-0.155997314743791,-0.104478124069876,-0.0918001812391764,0.866622582397383,0.762011539572762,0.680686329223403,0.656955875539067,0.997024916341802,0.99369428692815,0.990496741468193,0.987195624092277,0.997024916341802,0.99369428692815,0.990496741468193,0.987195624092277
mask_0005-l.png,174.406580799148,166.804473279725,159.278111196131,147.617289596607,11.0233026126502,21.3603723866921,30.4223159782579,47.2185841335881,0.825288802968707,0.659819510896973,0.518345306056313,0.268327376809584,0.825291420140017,0.65982161644822,0.518346952614449,0.268328219373177,230389.258468094,158642.226674052,135323.391156231,70315.9670309506,3076.42591164505,2337.4929176012,2079.54998151051,1349.45445296152,1.8937492337727,2.59211116408065,3.29748816181782,4.15637745579385,0.00989658662277283,0.00820310682600801,0.00665225504958808,0.00589841826904348,5.0053256508369,5.22495159242447,5.40594095269737,5.52573893418935,0.490492458542563,0.438243985464515,0.381061470021544,0.34094852877346,0.0245651244516784,0.0213833085123548,0.0187956957295708,0.0162810204602776,179.148262350669,176.208738622103,172.350315739688,168.666337263892,24.3624192370217,24.176690281559,23.9135475224472,23.5868001409658,546.729572102472,529.391791690852,512.300300110923,487.416673114635,3.58724012652853,3.55325698836142,3.50212067948197,3.4353620799102,11.0233026126502,21.3603723866921,30.4223159782579,47.218584133588,1.70256254029372,1.98142477430023,2.21669820038454,2.4372586700286,-0.286400989395744,-0.20409447006185,-0.133398387813896,-0.0864447089976043,0.895782045629571,0.821349497568369,0.730756929629348,0.624533103302145,0.997617186130599,0.99551876263608,0.993631812828383,0.990375705466057,0.997617186130599,0.99551876263608,0.993631812828383,0.990375705466057
mask_0005-r.png,156.302860271826,150.092060079159,142.354112649059,135.005748597594,5.433826727146,10.095682512343,15.1954080601216,20.8876449162505,0.876652750852231,0.7595278008475,0.618573591028069,0.468121255479062,0.876656720710501,0.75953140520969,0.61857670813968,0.468123685731886,53783.8274650858,34209.3748239071,20924.429946582,14453.755509467,978.270881001096,716.916430403061,489.13985060039,365.219407088243,1.63850102588293,2.20313953128543,2.81997037756477,3.36774604539468,0.0111849824795014,0.00943623426664053,0.00753327760686251,0.00666567180575429,4.8997725973254,5.12205648273817,5.30481069091571,5.40348649091948,0.504835399644398,0.455370164484216,0.396180775328358,0.358167755800198,0.033693437851674,0.0329700979098337,0.0244591315449834,0.0207125262500538,158.228658186874,153.698588790836,146.958928818329,139.408368065914,23.4042866579228,23.1587168689156,22.8109333870328,22.4537927064655,478.373464439096,461.501343582856,440.256277731094,421.168337175522,3.51734012128692,3.47702773306356,3.42046491670858,3.36359746223093,5.433826727146,10.095682512343,15.1954080601216,20.8876449162505,1.5920444485795,1.87058487554604,2.10740212496078,2.27251373497276,-0.284609746092387,-0.194917167782154,-0.115644448717303,-0.0695065738238208,0.887876603440844,0.795064073244787,0.68085620000915,0.565737322235608,0.998713767973659,0.997636439338777,0.99640839224779,0.995082838706679,0.998713767973659,0.997636439338777,0.99640839224779,0.995082838706679
